
Time: 0
Queue 15: [(237,53,3), (696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5), (933,72,6), (569,74,6), (704,77,7), (599,79,3), (177,80,3), (565,81,3), (492,82,3), (685,83,4), (833,84,5), (494,86,4), (318,87,3), (285,88,8), (550,91,6), (446,93,3), (763,94,4), (893,95,3), (185,97,6), (388,98,4), (393,99,5)]
Queue 16: [(866,52,2), (536,53,8), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8), (139,73,6), (572,74,4), (228,76,6), (473,78,6), (396,80,8), (306,83,4), (582,84,3), (460,85,6), (731,86,7), (348,89,5), (900,91,6), (709,93,6), (476,95,5), (346,97,6), (633,98,4)]
Queue 17: [(718,52,5), (703,54,4), (262,56,4), (316,57,7), (83,60,3), (216,61,3), (809,61,5), (153,64,6), (837,65,5), (729,67,7), (871,69,4), (315,71,7), (669,73,7), (777,75,4), (5,78,6), (603,79,8), (32,82,4), (750,83,4), (862,84,5), (547,86,3), (817,86,5), (969,88,6), (631,90,7), (775,93,6), (557,95,7), (630,97,5), (915,98,5)]
Queue 18: [(41,53,7), (416,55,6), (332,57,5), (347,59,4), (865,60,4), (925,61,6), (935,64,5), (852,65,8), (740,68,6), (541,70,7), (158,73,8), (20,75,3), (845,76,3), (174,78,3), (747,78,3), (962,79,3), (936,80,6), (806,82,5), (602,84,8), (674,86,7), (52,89,8), (403,92,3), (297,93,3), (291,94,7), (746,96,5), (888,97,8)]
Queue 19: [(293,53,5), (811,54,4), (307,56,6), (577,58,7), (889,60,3), (635,61,4), (753,62,5), (190,65,4), (358,66,4), (842,67,5), (278,69,5), (2,71,3), (734,71,6), (896,73,7), (301,76,7), (924,78,7), (319,81,8), (234,84,4), (336,85,7), (826,86,7), (430,89,5), (968,91,3), (107,93,5), (402,94,4), (594,95,7), (829,97,6), (126,99,6)]

Time: 138
Waiting clients: 
Queue 0: [(489,52,4), (337,54,6), (397,56,8), (355,59,6), (499,61,4), (515,62,6), (200,65,8), (90,68,6), (581,69,8), (426,72,7), (218,74,4), (779,75,8), (955,78,8), (606,81,6), (796,83,8), (271,86,7), (382,87,4), (548,89,4), (656,90,3), (576,92,3), (298,93,7), (604,95,5), (360,97,7), (950,98,7)]
Queue 1: [(810,51,1), (519,53,5), (119,55,4), (512,56,3), (432,57,7), (105,60,8), (554,62,5), (172,65,8), (86,67,4), (758,68,3), (612,69,7), (749,71,8), (292,74,3), (54,75,3), (879,76,7), (236,79,3), (44,80,4), (622,81,4), (883,82,5), (605,84,7), (600,86,5), (580,87,6), (361,90,5), (583,92,6), (417,94,3), (422,95,5), (229,97,4), (931,97,5), (195,99,8)]
Queue 2: [(50,53,3), (741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6), (672,73,8), (464,76,8), (340,79,3), (68,80,5), (947,81,5), (884,83,3), (613,84,6), (590,86,5), (330,87,7), (404,90,3), (104,92,8), (438,94,7), (818,96,6), (187,98,7)]
Queue 3: [(321,53,4), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5), (658,72,6), (353,74,3), (84,75,4), (807,77,5), (194,79,4), (115,80,8), (992,82,3), (261,84,5), (497,85,7), (151,87,5), (974,88,3), (411,90,5), (611,92,6), (545,94,6), (256,96,8), (623,98,6)]
Queue 4: [(384,52,4), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4), (303,73,7), (920,74,5), (815,77,6), (376,79,8), (965,81,3), (96,83,8), (596,85,6), (850,86,3), (26,88,5), (230,90,6), (733,92,8), (978,94,5), (38,97,5), (74,98,6), (726,99,3)]
Queue 5: [(323,52,2), (564,53,5), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8), (906,73,5), (334,75,3), (922,76,7), (437,79,4), (551,80,5), (71,82,6), (372,84,6), (314,86,8), (399,88,7), (795,90,7), (803,93,8), (324,96,7), (198,98,7)]
Queue 6: [(804,52,5), (918,54,3), (855,55,6), (207,58,4), (479,59,4), (901,60,6), (591,62,3), (333,64,8), (35,67,6), (792,68,6), (937,70,8), (507,73,5), (885,74,3), (930,75,6), (217,78,8), (983,80,6), (250,83,4), (522,84,5), (713,85,8), (767,87,4), (558,89,6), (157,92,8), (875,94,3), (828,95,7), (830,97,7), (737,99,4)]
Queue 7: [(143,53,6), (212,55,7), (958,57,5), (559,59,5), (356,61,6), (106,63,7), (701,65,5), (206,67,3), (508,68,3), (406,69,3), (267,70,7), (659,72,8), (972,74,3), (756,76,6), (585,78,6), (593,80,5), (136,82,7), (660,84,5), (478,86,7), (73,88,3), (253,89,5), (987,90,3), (771,92,4), (834,93,4), (31,95,6), (238,97,5), (269,98,5), (959,99,7)]
Queue 8: [(449,53,4), (509,54,3), (693,55,3), (786,56,6), (785,58,3), (560,59,7), (28,62,5), (556,64,5), (714,65,5), (481,67,4), (860,68,5), (378,70,6), (537,72,7), (414,74,6), (40,77,7), (445,79,7), (757,81,6), (985,83,5), (451,85,7), (993,86,6), (341,89,4), (453,90,3), (183,92,8), (903,94,5), (607,96,4), (452,97,6), (967,98,8)]
Queue 9: [(467,53,5), (33,55,5), (863,56,3), (4,58,3), (929,58,4), (288,60,6), (498,62,5), (899,64,8), (66,67,5), (642,68,3), (410,69,8), (997,71,6), (49,74,5), (469,75,8), (742,78,3), (727,79,5), (496,81,4), (689,82,7), (911,84,8), (204,87,7), (874,89,4), (284,91,3), (832,92,8), (161,95,8), (578,97,6), (99,99,5)]
Queue 10: [(589,52,2), (615,53,4), (383,55,8), (222,58,8), (946,60,4), (510,62,3), (670,63,5), (311,65,7), (529,67,6), (527,69,7), (574,71,5), (514,73,7), (587,75,3), (435,77,4), (223,78,7), (864,80,3), (764,81,6), (166,84,6), (657,85,5), (700,86,3), (902,87,6), (277,90,5), (312,92,5), (970,93,8), (621,96,7), (363,98,6)]
Queue 11: [(487,53,3), (294,54,6), (369,56,6), (710,58,8), (468,61,7), (18,64,7), (873,65,6), (138,68,6), (13,70,6), (367,72,5), (773,73,7), (112,76,3), (856,77,3), (442,78,3), (495,79,6), (516,81,6), (364,83,8), (57,86,7), (6,88,8), (457,90,3), (342,92,8), (940,94,5), (664,96,7), (387,98,6)]
Queue 12: [(812,52,5), (75,55,7), (281,57,8), (394,60,5), (768,61,5), (77,64,4), (371,65,3), (904,65,6), (305,68,3), (80,69,4), (425,70,5), (424,72,6), (70,74,8), (482,77,8), (923,79,3), (882,80,5), (244,82,7), (774,84,7), (616,86,4), (25,88,8), (504,90,4), (928,92,5), (88,94,4), (474,95,4), (146,97,8), (720,98,3)]
Queue 13: [(188,53,7), (751,55,3), (101,57,4), (254,58,7), (618,60,8), (853,63,3), (152,65,4), (743,65,5), (711,67,5), (87,69,8), (725,71,4), (415,73,4), (109,74,4), (695,75,7), (448,78,4), (956,79,8), (412,82,4), (186,84,4), (912,84,8), (289,87,3), (259,88,4), (176,90,3), (561,90,5), (265,93,6), (966,94,4), (954,95,4), (431,97,6), (814,98,6)]
Queue 14: [(444,52,2), (684,53,3), (102,55,6), (203,57,5), (982,58,5), (820,60,7), (697,62,7), (401,65,6), (728,67,7), (870,69,5), (472,71,3), (632,72,7), (501,74,5), (831,76,8), (542,79,3), (124,80,6), (454,82,3), (597,83,5), (171,85,3), (189,86,3), (668,86,6), (816,88,7), (423,91,3), (1,93,5), (235,94,6), (129,96,7), (140,98,5), (251,99,4)]
Queue 15: [(237,53,2), (696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5), (933,72,6), (569,74,6), (704,77,7), (599,79,3), (177,80,3), (565,81,3), (492,82,3), (685,83,4), (833,84,5), (494,86,4), (318,87,3), (285,88,8), (550,91,6), (446,93,3), (763,94,4), (893,95,3), (185,97,6), (388,98,4), (393,99,5)]
Queue 16: [(866,52,1), (536,53,8), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8), (139,73,6), (572,74,4), (228,76,6), (473,78,6), (396,80,8), (306,83,4), (582,84,3), (460,85,6), (731,86,7), (348,89,5), (900,91,6), (709,93,6), (476,95,5), (346,97,6), (633,98,4)]
Queue 17: [(718,52,4), (703,54,4), (262,56,4), (316,57,7), (83,60,3), (216,61,3), (809,61,5), (153,64,6), (837,65,5), (729,67,7), (871,69,4), (315,71,7), (669,73,7), (777,75,4), (5,78,6), (603,79,8), (32,82,4), (750,83,4), (862,84,5), (547,86,3), (817,86,5), (969,88,6), (631,90,7), (775,93,6), (557,95,7), (630,97,5), (915,98,5)]
Queue 18: [(41,53,6), (416,55,6), (332,57,5), (347,59,4), (865,60,4), (925,61,6), (935,64,5), (852,65,8), (740,68,6), (541,70,7), (158,73,8), (20,75,3), (845,76,3), (174,78,3), (747,78,3), (962,79,3), (936,80,6), (806,82,5), (602,84,8), (674,86,7), (52,89,8), (403,92,3), (297,93,3), (291,94,7), (746,96,5), (888,97,8)]
Queue 19: [(293,53,4), (811,54,4), (307,56,6), (577,58,7), (889,60,3), (635,61,4), (753,62,5), (190,65,4), (358,66,4), (842,67,5), (278,69,5), (2,71,3), (734,71,6), (896,73,7), (301,76,7), (924,78,7), (319,81,8), (234,84,4), (336,85,7), (826,86,7), (430,89,5), (968,91,3), (107,93,5), (402,94,4), (594,95,7), (829,97,6), (126,99,6)]

Time: 139
Waiting clients: 
Queue 0: [(489,52,3), (337,54,6), (397,56,8), (355,59,6), (499,61,4), (515,62,6), (200,65,8), (90,68,6), (581,69,8), (426,72,7), (218,74,4), (779,75,8), (955,78,8), (606,81,6), (796,83,8), (271,86,7), (382,87,4), (548,89,4), (656,90,3), (576,92,3), (298,93,7), (604,95,5), (360,97,7), (950,98,7)]
Queue 1: [(519,53,5), (119,55,4), (512,56,3), (432,57,7), (105,60,8), (554,62,5), (172,65,8), (86,67,4), (758,68,3), (612,69,7), (749,71,8), (292,74,3), (54,75,3), (879,76,7), (236,79,3), (44,80,4), (622,81,4), (883,82,5), (605,84,7), (600,86,5), (580,87,6), (361,90,5), (583,92,6), (417,94,3), (422,95,5), (229,97,4), (931,97,5), (195,99,8)]
Queue 2: [(50,53,2), (741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6), (672,73,8), (464,76,8), (340,79,3), (68,80,5), (947,81,5), (884,83,3), (613,84,6), (590,86,5), (330,87,7), (404,90,3), (104,92,8), (438,94,7), (818,96,6), (187,98,7)]
Queue 3: [(321,53,3), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5), (658,72,6), (353,74,3), (84,75,4), (807,77,5), (194,79,4), (115,80,8), (992,82,3), (261,84,5), (497,85,7), (151,87,5), (974,88,3), (411,90,5), (611,92,6), (545,94,6), (256,96,8), (623,98,6)]
Queue 4: [(384,52,3), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4), (303,73,7), (920,74,5), (815,77,6), (376,79,8), (965,81,3), (96,83,8), (596,85,6), (850,86,3), (26,88,5), (230,90,6), (733,92,8), (978,94,5), (38,97,5), (74,98,6), (726,99,3)]
Queue 5: [(323,52,1), (564,53,5), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8), (906,73,5), (334,75,3), (922,76,7), (437,79,4), (551,80,5), (71,82,6), (372,84,6), (314,86,8), (399,88,7), (795,90,7), (803,93,8), (324,96,7), (198,98,7)]
Queue 6: [(804,52,4), (918,54,3), (855,55,6), (207,58,4), (479,59,4), (901,60,6), (591,62,3), (333,64,8), (35,67,6), (792,68,6), (937,70,8), (507,73,5), (885,74,3), (930,75,6), (217,78,8), (983,80,6), (250,83,4), (522,84,5), (713,85,8), (767,87,4), (558,89,6), (157,92,8), (875,94,3), (828,95,7), (830,97,7), (737,99,4)]
Queue 7: [(143,53,5), (212,55,7), (958,57,5), (559,59,5), (356,61,6), (106,63,7), (701,65,5), (206,67,3), (508,68,3), (406,69,3), (267,70,7), (659,72,8), (972,74,3), (756,76,6), (585,78,6), (593,80,5), (136,82,7), (660,84,5), (478,86,7), (73,88,3), (253,89,5), (987,90,3), (771,92,4), (834,93,4), (31,95,6), (238,97,5), (269,98,5), (959,99,7)]
Queue 8: [(449,53,3), (509,54,3), (693,55,3), (786,56,6), (785,58,3), (560,59,7), (28,62,5), (556,64,5), (714,65,5), (481,67,4), (860,68,5), (378,70,6), (537,72,7), (414,74,6), (40,77,7), (445,79,7), (757,81,6), (985,83,5), (451,85,7), (993,86,6), (341,89,4), (453,90,3), (183,92,8), (903,94,5), (607,96,4), (452,97,6), (967,98,8)]
Queue 9: [(467,53,4), (33,55,5), (863,56,3), (4,58,3), (929,58,4), (288,60,6), (498,62,5), (899,64,8), (66,67,5), (642,68,3), (410,69,8), (997,71,6), (49,74,5), (469,75,8), (742,78,3), (727,79,5), (496,81,4), (689,82,7), (911,84,8), (204,87,7), (874,89,4), (284,91,3), (832,92,8), (161,95,8), (578,97,6), (99,99,5)]
Queue 10: [(589,52,1), (615,53,4), (383,55,8), (222,58,8), (946,60,4), (510,62,3), (670,63,5), (311,65,7), (529,67,6), (527,69,7), (574,71,5), (514,73,7), (587,75,3), (435,77,4), (223,78,7), (864,80,3), (764,81,6), (166,84,6), (657,85,5), (700,86,3), (902,87,6), (277,90,5), (312,92,5), (970,93,8), (621,96,7), (363,98,6)]
Queue 11: [(487,53,2), (294,54,6), (369,56,6), (710,58,8), (468,61,7), (18,64,7), (873,65,6), (138,68,6), (13,70,6), (367,72,5), (773,73,7), (112,76,3), (856,77,3), (442,78,3), (495,79,6), (516,81,6), (364,83,8), (57,86,7), (6,88,8), (457,90,3), (342,92,8), (940,94,5), (664,96,7), (387,98,6)]
Queue 12: [(812,52,4), (75,55,7), (281,57,8), (394,60,5), (768,61,5), (77,64,4), (371,65,3), (904,65,6), (305,68,3), (80,69,4), (425,70,5), (424,72,6), (70,74,8), (482,77,8), (923,79,3), (882,80,5), (244,82,7), (774,84,7), (616,86,4), (25,88,8), (504,90,4), (928,92,5), (88,94,4), (474,95,4), (146,97,8), (720,98,3)]
Queue 13: [(188,53,6), (751,55,3), (101,57,4), (254,58,7), (618,60,8), (853,63,3), (152,65,4), (743,65,5), (711,67,5), (87,69,8), (725,71,4), (415,73,4), (109,74,4), (695,75,7), (448,78,4), (956,79,8), (412,82,4), (186,84,4), (912,84,8), (289,87,3), (259,88,4), (176,90,3), (561,90,5), (265,93,6), (966,94,4), (954,95,4), (431,97,6), (814,98,6)]
Queue 14: [(444,52,1), (684,53,3), (102,55,6), (203,57,5), (982,58,5), (820,60,7), (697,62,7), (401,65,6), (728,67,7), (870,69,5), (472,71,3), (632,72,7), (501,74,5), (831,76,8), (542,79,3), (124,80,6), (454,82,3), (597,83,5), (171,85,3), (189,86,3), (668,86,6), (816,88,7), (423,91,3), (1,93,5), (235,94,6), (129,96,7), (140,98,5), (251,99,4)]
Queue 15: [(237,53,1), (696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5), (933,72,6), (569,74,6), (704,77,7), (599,79,3), (177,80,3), (565,81,3), (492,82,3), (685,83,4), (833,84,5), (494,86,4), (318,87,3), (285,88,8), (550,91,6), (446,93,3), (763,94,4), (893,95,3), (185,97,6), (388,98,4), (393,99,5)]
Queue 16: [(536,53,8), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8), (139,73,6), (572,74,4), (228,76,6), (473,78,6), (396,80,8), (306,83,4), (582,84,3), (460,85,6), (731,86,7), (348,89,5), (900,91,6), (709,93,6), (476,95,5), (346,97,6), (633,98,4)]
Queue 17: [(718,52,3), (703,54,4), (262,56,4), (316,57,7), (83,60,3), (216,61,3), (809,61,5), (153,64,6), (837,65,5), (729,67,7), (871,69,4), (315,71,7), (669,73,7), (777,75,4), (5,78,6), (603,79,8), (32,82,4), (750,83,4), (862,84,5), (547,86,3), (817,86,5), (969,88,6), (631,90,7), (775,93,6), (557,95,7), (630,97,5), (915,98,5)]
Queue 18: [(41,53,5), (416,55,6), (332,57,5), (347,59,4), (865,60,4), (925,61,6), (935,64,5), (852,65,8), (740,68,6), (541,70,7), (158,73,8), (20,75,3), (845,76,3), (174,78,3), (747,78,3), (962,79,3), (936,80,6), (806,82,5), (602,84,8), (674,86,7), (52,89,8), (403,92,3), (297,93,3), (291,94,7), (746,96,5), (888,97,8)]
Queue 19: [(293,53,3), (811,54,4), (307,56,6), (577,58,7), (889,60,3), (635,61,4), (753,62,5), (190,65,4), (358,66,4), (842,67,5), (278,69,5), (2,71,3), (734,71,6), (896,73,7), (301,76,7), (924,78,7), (319,81,8), (234,84,4), (336,85,7), (826,86,7), (430,89,5), (968,91,3), (107,93,5), (402,94,4), (594,95,7), (829,97,6), (126,99,6)]

Time: 140
Waiting clients: 
Queue 0: [(489,52,2), (337,54,6), (397,56,8), (355,59,6), (499,61,4), (515,62,6), (200,65,8), (90,68,6), (581,69,8), (426,72,7), (218,74,4), (779,75,8), (955,78,8), (606,81,6), (796,83,8), (271,86,7), (382,87,4), (548,89,4), (656,90,3), (576,92,3), (298,93,7), (604,95,5), (360,97,7), (950,98,7)]
Queue 1: [(519,53,4), (119,55,4), (512,56,3), (432,57,7), (105,60,8), (554,62,5), (172,65,8), (86,67,4), (758,68,3), (612,69,7), (749,71,8), (292,74,3), (54,75,3), (879,76,7), (236,79,3), (44,80,4), (622,81,4), (883,82,5), (605,84,7), (600,86,5), (580,87,6), (361,90,5), (583,92,6), (417,94,3), (422,95,5), (229,97,4), (931,97,5), (195,99,8)]
Queue 2: [(50,53,1), (741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6), (672,73,8), (464,76,8), (340,79,3), (68,80,5), (947,81,5), (884,83,3), (613,84,6), (590,86,5), (330,87,7), (404,90,3), (104,92,8), (438,94,7), (818,96,6), (187,98,7)]
Queue 3: [(321,53,2), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5), (658,72,6), (353,74,3), (84,75,4), (807,77,5), (194,79,4), (115,80,8), (992,82,3), (261,84,5), (497,85,7), (151,87,5), (974,88,3), (411,90,5), (611,92,6), (545,94,6), (256,96,8), (623,98,6)]
Queue 4: [(384,52,2), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4), (303,73,7), (920,74,5), (815,77,6), (376,79,8), (965,81,3), (96,83,8), (596,85,6), (850,86,3), (26,88,5), (230,90,6), (733,92,8), (978,94,5), (38,97,5), (74,98,6), (726,99,3)]
Queue 5: [(564,53,5), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8), (906,73,5), (334,75,3), (922,76,7), (437,79,4), (551,80,5), (71,82,6), (372,84,6), (314,86,8), (399,88,7), (795,90,7), (803,93,8), (324,96,7), (198,98,7)]
Queue 6: [(804,52,3), (918,54,3), (855,55,6), (207,58,4), (479,59,4), (901,60,6), (591,62,3), (333,64,8), (35,67,6), (792,68,6), (937,70,8), (507,73,5), (885,74,3), (930,75,6), (217,78,8), (983,80,6), (250,83,4), (522,84,5), (713,85,8), (767,87,4), (558,89,6), (157,92,8), (875,94,3), (828,95,7), (830,97,7), (737,99,4)]
Queue 7: [(143,53,4), (212,55,7), (958,57,5), (559,59,5), (356,61,6), (106,63,7), (701,65,5), (206,67,3), (508,68,3), (406,69,3), (267,70,7), (659,72,8), (972,74,3), (756,76,6), (585,78,6), (593,80,5), (136,82,7), (660,84,5), (478,86,7), (73,88,3), (253,89,5), (987,90,3), (771,92,4), (834,93,4), (31,95,6), (238,97,5), (269,98,5), (959,99,7)]
Queue 8: [(449,53,2), (509,54,3), (693,55,3), (786,56,6), (785,58,3), (560,59,7), (28,62,5), (556,64,5), (714,65,5), (481,67,4), (860,68,5), (378,70,6), (537,72,7), (414,74,6), (40,77,7), (445,79,7), (757,81,6), (985,83,5), (451,85,7), (993,86,6), (341,89,4), (453,90,3), (183,92,8), (903,94,5), (607,96,4), (452,97,6), (967,98,8)]
Queue 9: [(467,53,3), (33,55,5), (863,56,3), (4,58,3), (929,58,4), (288,60,6), (498,62,5), (899,64,8), (66,67,5), (642,68,3), (410,69,8), (997,71,6), (49,74,5), (469,75,8), (742,78,3), (727,79,5), (496,81,4), (689,82,7), (911,84,8), (204,87,7), (874,89,4), (284,91,3), (832,92,8), (161,95,8), (578,97,6), (99,99,5)]
Queue 10: [(615,53,4), (383,55,8), (222,58,8), (946,60,4), (510,62,3), (670,63,5), (311,65,7), (529,67,6), (527,69,7), (574,71,5), (514,73,7), (587,75,3), (435,77,4), (223,78,7), (864,80,3), (764,81,6), (166,84,6), (657,85,5), (700,86,3), (902,87,6), (277,90,5), (312,92,5), (970,93,8), (621,96,7), (363,98,6)]
Queue 11: [(487,53,1), (294,54,6), (369,56,6), (710,58,8), (468,61,7), (18,64,7), (873,65,6), (138,68,6), (13,70,6), (367,72,5), (773,73,7), (112,76,3), (856,77,3), (442,78,3), (495,79,6), (516,81,6), (364,83,8), (57,86,7), (6,88,8), (457,90,3), (342,92,8), (940,94,5), (664,96,7), (387,98,6)]
Queue 12: [(812,52,3), (75,55,7), (281,57,8), (394,60,5), (768,61,5), (77,64,4), (371,65,3), (904,65,6), (305,68,3), (80,69,4), (425,70,5), (424,72,6), (70,74,8), (482,77,8), (923,79,3), (882,80,5), (244,82,7), (774,84,7), (616,86,4), (25,88,8), (504,90,4), (928,92,5), (88,94,4), (474,95,4), (146,97,8), (720,98,3)]
Queue 13: [(188,53,5), (751,55,3), (101,57,4), (254,58,7), (618,60,8), (853,63,3), (152,65,4), (743,65,5), (711,67,5), (87,69,8), (725,71,4), (415,73,4), (109,74,4), (695,75,7), (448,78,4), (956,79,8), (412,82,4), (186,84,4), (912,84,8), (289,87,3), (259,88,4), (176,90,3), (561,90,5), (265,93,6), (966,94,4), (954,95,4), (431,97,6), (814,98,6)]
Queue 14: [(684,53,3), (102,55,6), (203,57,5), (982,58,5), (820,60,7), (697,62,7), (401,65,6), (728,67,7), (870,69,5), (472,71,3), (632,72,7), (501,74,5), (831,76,8), (542,79,3), (124,80,6), (454,82,3), (597,83,5), (171,85,3), (189,86,3), (668,86,6), (816,88,7), (423,91,3), (1,93,5), (235,94,6), (129,96,7), (140,98,5), (251,99,4)]
Queue 15: [(696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5), (933,72,6), (569,74,6), (704,77,7), (599,79,3), (177,80,3), (565,81,3), (492,82,3), (685,83,4), (833,84,5), (494,86,4), (318,87,3), (285,88,8), (550,91,6), (446,93,3), (763,94,4), (893,95,3), (185,97,6), (388,98,4), (393,99,5)]
Queue 16: [(536,53,7), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8), (139,73,6), (572,74,4), (228,76,6), (473,78,6), (396,80,8), (306,83,4), (582,84,3), (460,85,6), (731,86,7), (348,89,5), (900,91,6), (709,93,6), (476,95,5), (346,97,6), (633,98,4)]
Queue 17: [(718,52,2), (703,54,4), (262,56,4), (316,57,7), (83,60,3), (216,61,3), (809,61,5), (153,64,6), (837,65,5), (729,67,7), (871,69,4), (315,71,7), (669,73,7), (777,75,4), (5,78,6), (603,79,8), (32,82,4), (750,83,4), (862,84,5), (547,86,3), (817,86,5), (969,88,6), (631,90,7), (775,93,6), (557,95,7), (630,97,5), (915,98,5)]
Queue 18: [(41,53,4), (416,55,6), (332,57,5), (347,59,4), (865,60,4), (925,61,6), (935,64,5), (852,65,8), (740,68,6), (541,70,7), (158,73,8), (20,75,3), (845,76,3), (174,78,3), (747,78,3), (962,79,3), (936,80,6), (806,82,5), (602,84,8), (674,86,7), (52,89,8), (403,92,3), (297,93,3), (291,94,7), (746,96,5), (888,97,8)]
Queue 19: [(293,53,2), (811,54,4), (307,56,6), (577,58,7), (889,60,3), (635,61,4), (753,62,5), (190,65,4), (358,66,4), (842,67,5), (278,69,5), (2,71,3), (734,71,6), (896,73,7), (301,76,7), (924,78,7), (319,81,8), (234,84,4), (336,85,7), (826,86,7), (430,89,5), (968,91,3), (107,93,5), (402,94,4), (594,95,7), (829,97,6), (126,99,6)]

Time: 141
Waiting clients: 
Queue 0: [(489,52,1), (337,54,6), (397,56,8), (355,59,6), (499,61,4), (515,62,6), (200,65,8), (90,68,6), (581,69,8), (426,72,7), (218,74,4), (779,75,8), (955,78,8), (606,81,6), (796,83,8), (271,86,7), (382,87,4), (548,89,4), (656,90,3), (576,92,3), (298,93,7), (604,95,5), (360,97,7), (950,98,7)]
Queue 1: [(519,53,3), (119,55,4), (512,56,3), (432,57,7), (105,60,8), (554,62,5), (172,65,8), (86,67,4), (758,68,3), (612,69,7), (749,71,8), (292,74,3), (54,75,3), (879,76,7), (236,79,3), (44,80,4), (622,81,4), (883,82,5), (605,84,7), (600,86,5), (580,87,6), (361,90,5), (583,92,6), (417,94,3), (422,95,5), (229,97,4), (931,97,5), (195,99,8)]
Queue 2: [(741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6), (672,73,8), (464,76,8), (340,79,3), (68,80,5), (947,81,5), (884,83,3), (613,84,6), (590,86,5), (330,87,7), (404,90,3), (104,92,8), (438,94,7), (818,96,6), (187,98,7)]
Queue 3: [(321,53,1), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5), (658,72,6), (353,74,3), (84,75,4), (807,77,5), (194,79,4), (115,80,8), (992,82,3), (261,84,5), (497,85,7), (151,87,5), (974,88,3), (411,90,5), (611,92,6), (545,94,6), (256,96,8), (623,98,6)]
Queue 4: [(384,52,1), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4), (303,73,7), (920,74,5), (815,77,6), (376,79,8), (965,81,3), (96,83,8), (596,85,6), (850,86,3), (26,88,5), (230,90,6), (733,92,8), (978,94,5), (38,97,5), (74,98,6), (726,99,3)]
Queue 5: [(564,53,4), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8), (906,73,5), (334,75,3), (922,76,7), (437,79,4), (551,80,5), (71,82,6), (372,84,6), (314,86,8), (399,88,7), (795,90,7), (803,93,8), (324,96,7), (198,98,7)]
